work,mindesks,maxdesks
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
2.7521367521367526,0,5
2.7521367521367526,0,5
2.7521367521367526,0,5
2.7521367521367526,0,5
2.7521367521367526,0,5
2.7521367521367526,0,5
2.7521367521367526,0,5
2.7521367521367526,0,5
0.9632478632478634,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
